user_param_id,qid
7489,6d853-ea6d6
7490,e171e-e26ab
7491,63c29-3dc59
7492,e21df-df112
7493,7f406-2ff14
7494,f33e6-ca3cc
7495,17c9a-5cd82
7496,67525-a2748
7497,77f51-ff097
7498,5c22b-f2e3a
7499,ea7df-32b93
7500,7284d-f248f
7501,1578f-e7976
7502,da9d9-97a54
7503,e0318-60a47
7504,331c6-9043b
7505,6447b-d4608
7506,0d8be-300a6
7507,04bac-2309a
7508,188e1-ad682
7509,09de8-caa4e
7510,cabb2-4d1cc
7511,72bcb-af14c
7512,dd271-30db8
7513,c143c-71993
7514,a4d94-856f2
7515,56f72-6e17d
7516,21060-8fbc0
7517,3eff6-0ccf8
7518,d8ccd-7a382
7519,f1901-6f9bd
7520,897d3-924de
7521,35a99-44938
7522,92f50-6f2f6
7523,c2516-cedfe
7524,88f97-337e7
7525,52e0a-a0ca2
7526,77064-85f0c
7527,334d4-cadb0
7528,0f4db-aa240
7529,2ba97-0e3d2
7530,80be0-64aec
7531,1c29f-db0ff
7532,591b1-1be40
7533,80eda-aea48
7534,09050-7b0a7
7535,16835-402ec
7536,bf322-6bb47
7537,ac293-7b9ea
7538,554c4-ad6ba
7539,374b1-f7696
7540,7bd80-31f0a
7541,c42f3-4c6e5
7542,05a99-5868f
7543,682b5-c8bff
7544,9aacd-52a4b
7545,a9374-b1042
7546,606cf-a1193
7547,c1eb7-17dec
7548,92ecf-918e6
7549,853b4-fb515
7550,77abc-03bb2
7551,5ccad-c5a96
7552,8b6e3-2b48a
7553,f1f8c-bb220
7554,7fe74-3750c
7555,d6fa1-0fec0
7556,57dce-c9246
7557,eaff5-ad983
7558,2282f-599ec
7559,450ae-63573
7560,a40a7-7f512
7561,a6a7a-ba989
7562,1ee31-7da62
7563,ca9b2-49e45
7564,32d0b-8dc10
7565,154ff-46011
7566,26476-6e6fc
7567,0837f-96ed9
7568,f99d1-62956
7569,46a02-0609b
7570,892c5-841c8
7571,4a461-c2611
7572,fed6b-db4cb
7573,a3cd9-4350a
7574,c4c55-d2f9a
7575,0da2a-e1c5b
7576,2cbe8-25c22
7577,72225-7e29d
7578,3af03-020c1
7579,b887e-96bf2
7580,693e7-44595
7581,1e54f-31d9b
7582,b5900-26b07
7583,ba6e6-492a9
7584,00a5c-7ebd5
7585,a5ab4-1142f
7586,6cf5d-e6b64
7587,9627b-3af16
7588,bb4dc-fbc28
7589,bbbb4-2f785
7590,49b82-0d5fe
7591,9ade8-aea88
7592,cb696-40ce8
7593,9c3a6-10e36
7594,db2dc-1e335
7595,4d1ec-cfa43
7596,2098c-a5394
7597,c0e5d-12655
7598,73d4b-ac4a0
7599,d8daf-8eccb
7600,47ebb-1eedf
7601,23461-27b67
7602,17b38-92bb3
7603,645e7-9cf08
7604,d1640-640e8
7605,3aa15-ca82d
7606,426ab-e425a
7607,9c3c1-9736a
7608,f78d3-e51f9
7609,7ec2e-3fc16
7610,ccb4f-77476
7611,60836-31a1d
7612,210de-b987c
7613,64885-9b6bb
7614,d6393-5ec2b
7615,44ed2-4f948
7616,66b07-3264e
7617,50912-e34e2
7618,948e2-b44cb
7619,2b29b-a9113
7620,79520-15130
7621,6c6b1-e1c99
7622,e2c64-6792e
7623,067dc-b7c53
7624,bb785-706ec
7625,4d45b-8ca6a
7626,f0a57-4705c
7627,820ab-9ea90
7628,65851-4ba38
7629,c36a3-07ae3
7630,19dee-a7983
7631,1837f-2a3b4
7632,39c2e-8513e
7633,d8256-7e34c
7634,aa2f7-0fe63
7635,5c60a-35181
7636,9b8ed-1dded
7637,c948c-7b976
7638,47039-60751
7639,5c3bc-83965
7640,12b6b-a73f9
7641,1934b-b708a
7642,42d29-1b901
7643,a0f39-a44f5
7644,43afc-132b2
7645,fc094-a2bfc
7646,b9acf-3b1ed
7647,03bee-64a7d
7648,10228-498b5
7649,6b004-adae7
7650,095a4-cc1f4
7651,bdad1-51dff
7652,85ccc-d7017
7653,d27bf-3ffd0
7654,3a176-4c6ea
7655,74aef-b0245
7656,dabd8-dc475
7657,ddfc7-f3ba2
7658,cd8a1-51e42
7659,61369-5d735
7660,9d0d6-1b11a
7661,a1acb-0eaee
7662,cdf73-7d3eb
7663,bbad2-e6492
7664,f8712-1f4d0
7665,137c4-0791b
7666,14747-7d7c5
7667,38cb5-4f9a3
7668,6aaae-a20d8
7669,4ef69-0db52
7670,e9f44-bfc7f
7671,1fbad-931de
7672,079ac-3b1a5
7673,df319-19cf8
7674,537e5-bfcbf
7675,ec729-82fb4
7676,638b3-37bfc
7677,1f9d1-05262
7678,7f02a-6e035
7679,56811-88bae
7680,85f32-3e57e
7681,284be-ee804
7682,82599-4b37e
7683,e48ef-d3c74
7684,c4185-4edae
7685,04c00-c817d
7686,97b01-71086
7687,ba4b1-4ee43
7688,9202d-c460c
7689,f3e3a-da2ba
7690,aa696-3caf1
7691,906d4-099e8
7692,4af35-42ecc
7693,29d4e-d7971
7694,fd92e-0d3eb
7695,e9a75-b3d7c
7696,b2e7a-47b5e
7697,a8226-26d7c
7698,10554-6a2dc
7699,d6308-e5bee
7700,dace0-9c56e
7701,9a01b-71075
7702,af806-e44da
7703,88673-fc11e
7704,e3d67-d954c
7705,15142-884c4
7706,342f0-bfb5a
7707,933ee-f0e91
7708,bad26-7a406
7709,d48e3-f08c2
7710,436d0-9ce63
7711,0aef7-cc1da
7712,c07eb-11757
7713,c8b41-ceca9
7714,9c375-7a872
7715,8280f-0a5f0
7716,82cb5-b0be6
7717,48545-b7fce
7718,851e1-a1fce
7719,3734d-a38d8
7720,87168-4f839
7721,5fab9-bc752
7722,c4e68-6498b
7723,534d0-e0211
7724,7b173-95f8b
7725,1f697-fd0a5
7726,cdf1c-522bf
7727,48666-706ad
7728,82d98-67351
7729,a88d6-22668
7730,ad376-88c90
7731,4927b-7496a
7732,aa65e-49538
7733,b4f5f-21d13
7734,d4621-724ad
7735,2b8f6-48514
7736,c38ed-fd892
7737,1e301-f4423
7738,a5075-628e9
7739,74e2f-95e47
7740,370e9-babf8
7741,96932-6b102
7742,9b946-f3215
7743,7361a-41fff
7744,13b53-73c2a
7745,a0ded-57ff5
7746,199e7-95860
7747,1b5c9-047aa
7748,b73aa-9c03f
7749,ea607-17ff7
7750,82c99-6bd6d
7751,cd919-7012e
7752,06d4d-35f45
7753,3475b-6fe34
7754,f76ad-c19dc
7755,f6981-2eea2
7756,c394f-1fb17
7757,b2678-b3852
7758,aa584-9d8ac
7759,a4289-61d3d
7760,0c253-16f7c
7761,dddf0-abb0f
7762,1bfcb-9efed
7763,2b4b5-d4064
7764,d6a1b-ab17e
7765,01ad5-4a60b
7766,fb4eb-a2e68
7767,94ebc-c5333
7768,351e0-c7fd2
7769,42d52-dda75
7770,1f657-c8cb4
7771,7b244-4cdbd
7772,f2615-50457
7773,6655f-dfe61
7774,1fc55-5db82
7775,6c148-7e32f
7776,4fa7c-d5e5b
7777,20d40-8dd06
7778,f16ee-5f4c3
7779,b3742-c9bfe
7780,78f1f-5a153
7781,28e11-c29ea
7782,0e99f-5eae8
7783,409eb-7126b
7784,4c294-52225
7785,839a4-f5598
7786,c5395-3bfa2
7787,e834d-9790c
7788,02907-e4635
7789,51aee-e78bb
7790,d7a3b-ddbdf
7791,bb832-45ec9
7792,fa4ca-7f705
7793,e2de0-4e018
7794,879de-ba37b
7795,fbcf4-0fafa
7796,31d02-137e2
7797,b1ee1-70301
7798,1463b-3f032
7799,0f9b9-91992
7800,ec402-0ad3d
7801,69a80-24341
7802,30655-7e978
7803,447e0-93172
7804,1ac81-f7969
7805,3c6f1-e4d5e
7806,847d7-de4c1
7807,85960-2e891
7808,8198f-c2015
7809,a864c-f9ac0
7810,04c24-a7724
7811,ec232-fe384
7812,a04fa-12598
7813,395e0-efd54
7814,7c6c5-1b016
7815,9b39d-f42d6
7816,8932c-cf704
7817,f12f1-11494
7818,21a2e-cf459
7819,76901-d2fa4
7820,cdadd-ebbf2
7821,c1ebe-96e87
7822,d66f4-7b4da
7823,d3ee2-809dd
7824,f5077-de323
7825,e29f1-fe82d
7826,caae5-7cbb1
7827,f51c6-c7692
7828,e8c07-a4861
7829,4e58f-62efe
7830,1a5e3-d0fc1
7831,6ced3-17668
7832,52cbf-6da1b
7833,58db4-4c01e
7834,a123d-b9da5
7835,002bf-cbbbd
7836,02176-10045
7837,6eb91-f7c85
7838,ecd99-dfc06
7839,b55f2-d215e
7840,5552d-fcb8e
7841,2f3b7-6cd16
7842,5097a-406fd
7843,6aa1b-5bc95
7844,8e951-b8850
7845,947fe-23942
7846,d58e1-a404c
7847,cdb90-35e6a
7848,4af69-8fc77
7849,4c81d-98633
7850,cad93-7d0ae
7851,fe8aa-ccc6c
7852,76fdf-3d2a6
7853,7f75b-8e9d4
7854,d906d-0eed0
7855,24f0b-9d1f1
7856,93926-ada14
7857,6bc41-05b7c
7858,65811-9ef3c
7859,c4814-ad15e
7860,72286-39009
7861,896cf-adc9e
7862,fb3f3-372b3
7863,d7858-cbcef
7864,2aaf6-5afdd
7865,66ec7-16c0a
7866,7f4d2-9bb71
7867,79b89-cf4c5
7868,65b3f-dcf08
7869,08c7b-42e0d
7870,21ee6-4c234
7871,5aa65-9e4de
7872,06329-9c552
7873,3c013-00ab6
7874,b0358-3165e
7875,d319e-0a27b
7876,668e3-a1818
7877,48a71-738f8
7878,d6dc3-36295
7879,89ef8-f3293
7880,6110d-66383
7881,e9ceb-d3c4e
7882,c9955-b23fd
7883,46823-d3c15
7884,d3e70-85744
7885,6607a-cc893
7886,b1b15-13371
7887,27d62-4ae3f
7888,d7629-ab28c
7889,4929a-5c08b
7890,0f261-730fd
7891,fd5a6-c8b1f
7892,cc3d8-d8e99
7893,db749-05582
7894,c5da6-58bff
7895,06dfa-9a47b
7896,49860-3e2d0
7897,8a110-cdf79
7898,706a0-031c3
7899,ffb56-2c9b8
7900,07928-8abce
7901,278f9-d77e2
7902,6f62f-48fcc
7903,32814-5ef32
7904,5224b-1fe95
7905,56221-9471d
7906,91ef7-e44a4
7907,255d1-95fa3
7908,10f7a-1c27f
7909,95f13-1bb24
7910,7d496-485f6
7911,b1c21-9bee0
7912,c1075-a9aac
7913,fb434-5c2d1
7914,492e8-16e9c
7915,ce2a3-9877a
7916,4bb30-fe889
7917,692f9-54cc4
7918,39436-79ffc
7919,0ed64-f0950
7920,359ac-7348d
7921,574f9-aab79
7922,3ba7c-6a861
7923,bbe8e-baf06
7924,c51a9-a1fa4
7925,676db-d9e10
7926,125a1-a66cf
7927,abb03-6acf0
7928,5c53a-9c34d
7929,a0169-4ab10
7930,84b51-d53f8
7931,413db-4acc4
7932,1f6b6-0c3af
7933,d6776-6b7c2
7934,109af-28859
7935,3b459-1dd40
7936,ced72-5e62f
7937,294db-5128c
7938,5c68b-7bca2
7939,069dd-f6454
7940,ca54f-128b0
7941,b15e9-c05cb
7942,1dd9d-07ade
7943,0b79a-71d41
7944,5bc3c-b23d5
7945,77da3-92dc8
7946,cd600-e38a9
7947,15485-e799e
7948,f01b9-1712b
7949,406e7-7780c
7950,057bb-d61ec
7951,7c3c2-07631
7952,acdcc-9fe48
7953,04b6b-5bf29
7954,bf049-66097
7955,5860e-98c0a
7956,f6001-6e08b
7957,d4985-5bf32
7958,76ce0-f4167
7959,d1907-acce2
7960,e2d3c-fbf30
7961,a692d-2a7a3
7962,059ac-698eb
7963,38d1c-78b59
7964,18e4b-43187
7965,d511c-5b32b
7966,38464-f566c
7967,e8f84-b0250
7968,127c7-6d53b
7969,5e534-8c6b2
7970,01d3e-b46b7
7971,207aa-a52c0
7972,dc0de-064ac
7973,8ec1f-e63a0
7974,676bf-d85ab
7975,bb47f-b6c9f
7976,07ed0-6e619
7977,9e131-3d257
7978,7b611-57904
7979,a9ef6-540b2
7980,c8b1a-5735e
7981,23c52-fc43b
7982,80030-56b01
7983,96f8c-0d773
7984,9b4d5-ce632
7985,3d706-62dfb
7986,35fd0-d4e49
7987,d787f-245bd
7988,33a6d-18c7a
7989,1443b-56216
7990,5fb26-599d5
7991,d61d0-46ca9
7992,a598f-cc96c
7993,58b3c-1865f
7994,bbb92-16c1e
7995,45259-9ad73
7996,79a34-726dc
7997,71b45-3dbb1
7998,03cd0-586a2
7999,0c190-2d65c
8000,b74b4-adc92
8001,c3088-55d0d
8002,d931e-90cef
8003,d9fd3-dac04
8004,78fa1-c2bed
8005,0c4de-a0eb9
8006,4bd02-15334
8007,1a137-ded78
8008,7aa3a-a0db8
8009,490a7-1df42
8010,26650-72006
8011,eb447-992dd
8012,15574-c413f
8013,0b1d9-4fbd1
8014,dc89a-b9d63
8015,5653d-80999
8016,97c59-fb85b
8017,20106-de760
8018,9b251-b30e9
8019,4410d-e32a9
8020,1c76a-61780
8021,0377e-f137e
8022,4a4e5-5c5e3
8023,14230-664c9
8024,37834-f0aea
8025,31dfc-f03ac
8026,7e723-530e9
8027,56b3b-08b97
8028,d3475-f9ee6
8029,f8e29-75773
8030,5512e-d6c56
8031,4ea7c-452c1
8032,2aeed-68bf6
8033,db5d5-1825f
8034,5dc99-fa5a1
8035,702f7-4e766
8036,36db4-f5805
8037,bc4e5-f77cf
8038,5262f-3230d
8039,217bc-0d26f
8040,bb71e-40689
8041,7ef5c-b1a36
8042,089f6-532a9
8043,0175a-739c7
8044,30e4e-19f5e
8045,ba57a-4f745
8046,4cd7e-e73a5
8047,e20fe-136cf
8048,bbebb-1d59e
8049,f3464-03cf5
8050,c0c64-7224f
8051,7bfe8-cc0f2
8052,5cae3-80cd8
8053,5e094-c6dc0
8054,39225-24f4b
8055,a949d-4a09b
8056,4713f-eef04
8057,acac8-fcf41
8058,578cd-da081
8059,86a97-bc367
8060,b518f-7ff03
8061,0817a-69d65
8062,20ae7-b1f3a
8063,40ff3-5d61c
8064,4a350-8942f
8065,b1e6c-bd3bf
8066,962b7-07a02
8067,6c503-0a471
8068,6e258-7990f
8069,29ae4-c18a0
8070,37d59-c6c0a
8071,5d46e-3301f
8072,6b9f2-dbac3
8073,f6ebc-6732d
8074,da85e-6903b
8075,4adbc-25059
8076,a6440-fead5
8077,a3522-ccca8
8078,b4673-2d83f
8079,88a5b-788d2
8080,f03f9-4584c
8081,d1f7f-862d5
8082,881e9-97cc1
8083,a14f4-9f52b
8084,b84bb-0e280
8085,dc784-205d6
8086,ccd2c-496a2
8087,eab37-ea270
8088,05ef6-dbc65
8089,df90e-39844
8090,2391f-8b96f
8091,d9c52-ebf40
8092,79529-d07f6
8093,13c14-0074e
8094,9c9b7-1fd59
8095,afda3-97d85
8096,5c340-cdf0b
8097,84593-d0442
8098,b43b7-08ac4
8099,bc830-6403c
8100,8ca8a-007a5
8101,196d3-ca692
8102,f8869-9b743
8103,d469d-41a03
8104,84f77-c919f
8105,b05f4-69bf4
8106,f0933-7644a
8107,681a9-c9423
8108,eb5a4-b5ff5
8109,0325f-da631
8110,32b03-7de10
8111,f99bf-8852e
8112,c7812-40e0f
8113,e038b-4b773
8114,720b9-8cee7
8115,55323-7187f
8116,ffca6-080d0
8117,6210f-61300
8118,459a4-b9707
8119,593a2-ed559
8120,94b53-335a5
8121,07161-9a50b
8122,f8788-50453
8123,9b4cd-e23a8
8124,5ee37-91471
8125,f8a20-2c6f3
8126,5ae00-1cbd3
8127,72cf1-30ceb
8128,ac26e-d172e
8129,a7407-6940f
8130,7166e-54bfc
8131,8952b-af20a
8132,e3014-302f9
8133,941bf-388c8
8134,3a2e1-181ed
8135,15a23-86b5a
8136,764cc-073d3
8137,b04a2-8ee82
8138,ff05f-95dc5
8139,16397-5650c
8140,96027-dfc6f
8141,1c4d0-e1b84
8142,b6782-92bbc
8143,1515c-791f6
8144,a452d-2c2b6
8145,e806b-17657
8146,fe5a3-7c584
8147,61166-ac61e
8148,c23b2-d6793
8149,26733-266e7
8150,5e8e3-3e0da
8151,21779-339fe
8152,1eb45-f0bf9
8153,dc45c-3785f
8154,b0fd5-1afb2
8155,4d4cd-847eb
8156,01c7d-d7356
8157,b2690-35ce6
8158,54874-ed5d6
8159,2b9ab-35c87
8160,95db7-0bc94
8161,dfb43-3a2ce
8162,ae995-e9a0a
8163,c3777-2af64
8164,052f9-11ac8
8165,e4ac6-f9d6b
8166,6d4da-26442
8167,53349-99e86
8168,168cb-4e4f8
8169,32606-c3b97
8170,76586-adbad
8171,ac0ec-601cb
8172,85686-d017e
8173,0a9c3-308e7
8174,ab312-7dcd3
8175,850de-fdcf1
8176,1a749-8f62f
8177,7e029-9cc44
8178,40e34-367eb
8179,3a6a6-a959f
8180,b4c12-b9bcb
8181,77234-617fc
8182,f56a9-406a5
8183,3f271-b9bdc
8184,a7880-74c94
8185,27bb0-38fff
8186,7829c-1c548
8187,4bd96-4063a
8188,c0953-0fcaa
8189,e0867-fcfde
8190,0862f-413f1
8191,00ad2-3c7b8
8192,96802-69da1
8193,d4854-2a89b
8194,5aa6e-0a748
8195,4fb06-ee1c8
8196,38e82-39f07
8197,b0b67-65009
8198,92643-36c97
8199,59c45-98a34
8200,e6443-0803e
8201,3c5d7-147b2
8202,3b476-e51f8
8203,63cf0-d6bcf
8204,5ca14-ae693
8205,53b95-2aeb4
8206,8cdc8-8dee8
8207,1ad37-1fcef
8208,425a3-f176f
8209,f6ff1-44597
8210,5d025-2890e
8211,2454d-02878
8212,28d14-35632
8213,8eee6-3e5b8
8214,fbc1f-1a8b3
8215,588ee-0e15e
8216,e5780-917c5
8217,aacd0-46978
8218,74512-7e5ef
8219,20576-311f6
8220,fbfaf-92cab
8221,1bb2e-12861
8222,b9f4e-02621
8223,348dc-ed634
8224,a989c-585bb
8225,c990a-04597
8226,3e25c-96150
8227,8b813-8d64f
8228,acf16-363dd
8229,6d938-53724
8230,77ea5-6d55d
8231,64fa1-48851
8232,8119d-4cacd
8233,798ef-372af
8234,f41d2-68de6
8235,30e1f-22984
8236,34659-650f1
8237,1c9f4-13c01
8238,bd435-68e7d
8239,96dd0-089de
8240,004d7-98e39
8241,e0111-e059c
8242,ffcf7-4f146
8243,598ef-b1e16
8244,d88f2-b2606
8245,4f80f-35ef0
8246,54912-27014
8247,9c086-c206b
8248,423a9-8716c
8249,74168-1b875
8250,1988f-cf552
8251,5e21b-0e70d
8252,f3722-939f2
8253,3ba09-812b3
8254,1c480-48cd2
8255,bffa5-47dc4
8256,64a8d-d40d8
8257,29b54-b7264
8258,941d9-f00c7
8259,579c8-2c5e5
8260,a973a-94d2a
8261,deadd-f55a3
8262,3864c-1f4c4
8263,67ba9-c2eae
8264,8c1e6-b104e
8265,0e0a5-bea86
8266,22bde-7416d
8267,6d746-46692
8268,8dcb4-da460
8269,75f21-a9e44
8270,1f2e2-5241c
8271,998e3-ebabe
8272,75a31-2d7de
8273,72c14-21275
8274,3b813-f693c
8275,72d83-36f57
8276,4a6b2-5c6f0
8277,3a400-19e50
8278,d7686-45e92
8279,31bf6-91e58
8280,44f9c-f3835
8281,0ca63-2ce50
8282,556c9-6db37
8283,1f252-411d2
8284,6f689-a6599
8285,84ec2-08db9
8286,4a235-eb38d
8287,b5901-3ffc4
8288,e92a7-c0e02
8289,1d0ad-95227
8290,ece4e-37f94
8291,65455-f11c3
8292,899c0-fe4fb
8293,a9e1b-789b8
8294,33cff-6098c
8295,0d4be-df3cc
8296,4ea68-4a578
8297,4fee2-376b2
8298,697cd-8c87e
8299,c9002-dc8bc
8300,fd420-27cc1
8301,ddcd4-9f2b8
8302,0f7d2-6fcce
8303,0720b-39512
8304,aee05-a0213
8305,7b3ef-e3aae
8306,c9c02-6c396
8307,ac28e-1b4da
8308,088f3-bb03f
8309,ec148-3285d
8310,20cd7-70377
8311,25a05-97091
8312,ce36d-77460
8313,ceeb5-a582f
8314,9c249-b089f
8315,f03db-08695
8316,f77b6-07cbc
8317,01c12-124c2
8318,bda41-72ed2
8319,4c5e3-e6e0b
8320,e6778-20056
8321,6590b-15723
8322,79f76-5d90d
8323,47b6c-c7769
8324,cd243-ad4be
8325,48af4-ac20e
8326,b2bf5-7bef8
8327,f69f4-545f9
8328,f724b-16a7e
8329,071e3-71933
8330,999f7-da25c
8331,beb40-b21d6
8332,b789e-45284
8333,6e493-dece8
8334,01a5a-6d51a
8335,b7eb0-b48ae
8336,a50fe-30662
8337,c6ce5-dc18f
8338,0693d-ea205
8339,6052d-d25fb
8340,a4268-007ed
8341,1fa11-88b68
8342,d08f1-f43a1
8343,6ca3d-4f437
8344,5e020-84646
8345,49fb1-a0c5c
8346,bd58a-2d535
8347,3ca9f-c579c
8348,32de1-c81d9
8349,ddbc3-6c438
8350,6e1d2-b2944
8351,62bea-13c13
8352,728b5-b33ef
8353,b849d-6f468
8354,1a469-d28d0
8355,458f6-9b598
8356,b3741-39eea
8357,e1857-e17f1
8358,bfb85-36f62
8359,1e074-34c45
8360,120d9-42f74
8361,55983-f7821
8362,481a7-10165
8363,0982a-ea717
8364,35c5d-4ae75
8365,b91ad-2db43
8366,41274-0e219
8367,56202-b6608
8368,7f1c2-815c1
8369,4ff87-129fd
8370,147a7-c73be
8371,6f5e9-2408e
8372,59489-8a4b5
8373,56850-bb2f7
8374,ac358-8366a
8375,b3111-c0f7f
8376,c4bf6-ef61f
8377,8b459-e32c2
8378,4fbd3-54d91
8379,f2522-ee28b
8380,beb18-d40dc
8381,d4026-96571
8382,bc27d-17326
8383,3db6c-31c1b
8384,acbf0-97b0f
8385,25ea7-65b96
8386,70d57-8943b
8387,ced3c-d9b4f
8388,2c0a1-fbd36
8389,c9c61-afe1d
8390,222e7-d4557
8391,cb2e2-95fe9
8392,d601f-be9bf
8393,db556-64d48
8394,ee1b8-b3726
8395,1dce5-2ba70
8396,64c00-dcc8a
8397,108f8-7019d
8398,68466-5fe8f
8399,95bd4-400d0
8400,c002e-3cdc7
8401,2e255-9597f
8402,f5dc2-79cc2
8403,387ed-cf554
8404,fcd8c-92f9a
8405,4a004-f5360
8406,fcd22-9a93f
8407,4be02-49037
8408,ad7ba-7544b
8409,43906-3118c
8410,bc428-5bdbb
8411,e188a-1dc7d
8412,eb333-1afd1
8413,3f91e-85211
8414,4cf5f-23e54
8415,65d80-311e3
8416,cca99-83a8f
8417,8c8a1-c7e49
8418,09ee2-547da
8419,7cc03-1f778
8420,17395-fe345
8421,122b1-227ab
8422,accd2-27b2a
8423,18633-4459b
8424,e3a2a-3f757
8425,bbea4-82868
8426,0aa28-b609e
8427,e5cc2-633ec
8428,a39b1-95b07
8429,015cc-6c683
8430,70269-2db56
8431,cddf3-736a4
8432,91fe7-75277
8433,30339-8ed07
8434,b85c6-3df7e
8435,1dc55-3f958
8436,43bff-61e4d
8437,3b1cf-a8346
8438,58785-8c21b
8439,8538c-565c3
8440,f797c-b8e54
8441,2f1ea-2929e
8442,180a7-2bf75
8443,b3020-a3abf
8444,784a4-a0383
8445,fb8f0-a7f02
8446,dba22-e8393
8447,7426c-b1abb
8448,b4b3d-2e4a8
8449,afc62-21116
8450,7bdaa-5e4fa
8451,88800-0ffca
8452,bd190-a1920
8453,aa0ad-829ad
8454,eb87f-f125b
8455,949d7-b4b82
8456,57666-5d00e
8457,96c48-365e2
8458,71a6e-91c4f
8459,b1df4-024ac
8460,85709-a39cf
8461,c4eba-ace5a
8462,86371-32278
8463,357bd-72bba
8464,a6ba7-41e11
8465,50d42-c8e88
8466,82d3e-49edd
8467,1372b-c96a2
8468,94b55-b2dad
8469,b2bcd-920c9
8470,89e90-4ddf8
8471,16e48-b22fc
8472,6b360-8f97f
8473,f7b27-af4cd
8474,2bb97-1f56c
8475,168c9-b525d
8476,70727-ade0f
8477,8c26f-e4ea3
8478,7bd01-21d19
8479,1a438-5a495
8480,fff37-7e412
8481,3f543-c3e50
8482,c6e7c-f501b
8483,8b0a7-f44ed
8484,6c97d-a96c5
8485,65522-6e6ae
8486,8d873-3ed65
8487,f0421-b26b1
8488,8df9d-69015
8489,a5d86-a99f8
8490,7ee63-d08bf
8491,4be18-2c604
8492,daa0b-85471
8493,f7232-a624d
8494,63502-fdca6
8495,c6501-9680a
8496,d58a2-016ab
8497,89642-0a2a0
8498,0590a-5a430
8499,679f5-6c589
8500,16d7c-e4b46
8501,0d834-68ad6
8502,a8ca4-70987
8503,f3f27-1eec3
8504,910ea-a414e
8505,8bab3-22da9
8506,8f9a4-e6ab6
8507,17c8b-4c102
8508,d0c9d-29825
8509,9e8fb-2af1f
8510,72b67-e23c6
8511,371e9-1cfeb
8512,21af0-2d181
8513,c0c76-95eec
8514,71af2-cd9d7
8515,35598-fed37
8516,51b68-3e609
8517,27793-827f9
8518,8eb6f-f18e6
8519,fcd1c-8c309
8520,83e48-cb0b2
8521,87b48-e41eb
8522,c4d53-87340
8523,b4c94-8889a
8524,11534-e87b5
8525,55192-ea39d
8526,23cf5-a4a23
8527,f29f4-339a9
8528,be013-c6164
8529,23a16-e9282
8530,dadfa-58815
8531,66899-37aef
8532,4df2c-79cb5
8533,d71b7-7f729
8534,88b77-7c8bb
8535,91a9e-8e49b
8536,fd343-0c49b
8537,4947a-aa780
8538,77b4e-1790d
8539,3677f-f10ef
8540,ba6e5-59c65
8541,8e30f-19854
8542,5d37b-835ea
8543,1e67e-5aec8
8544,2a6cd-04325
8545,3c9bc-a8c1a
8546,e7c3c-e6bac
8547,79054-5389c
8548,ac021-1ff79
8549,cd49f-7c3e5
8550,4ee3f-1b7cd
8551,20bc9-969cd
8552,980c7-0c6a6
8553,7e394-39b74
8554,178c1-9c9ab
8555,1390b-081a2
8556,84175-91498
8557,54b89-3dc05
8558,4d94c-5bc7b
8559,24dac-abb82
8560,b825e-fcd97
8561,9b953-d1c6f
8562,67823-26e98
8563,f7c02-85883
8564,aa24a-75523
8565,edf4f-23d5f
8566,038df-59dee
8567,cf5c2-4c7bb
8568,f19cf-344a1
8569,68811-dfc21
8570,44ef2-388be
8571,5e549-05c32
8572,b9d1f-ed5d8
8573,34c7f-40a61
8574,e6a4b-f2f86
8575,9d976-6a8f1
8576,a174c-51c12
8577,e6e87-77543
8578,79725-eb954
8579,a4516-87829
8580,51e74-74d69
8581,8899d-24280
8582,10a62-dc93c
8583,75645-b5d69
8584,ffa4d-0341c
8585,906fb-bc201
8586,84dca-49499
8587,58969-fca2f
8588,05450-8ea0c
8589,42020-ba736
8590,f3b53-f786f
8591,6dace-0dd5d
8592,a3abb-4920d
8593,7c0e7-283a5
8594,6489f-81aec
8595,3e8f7-457c8
8596,8651c-6a75e
8597,3da5b-208c4
8598,35759-21f77
8599,40ff8-ac5cc
8600,8cac4-1b844
8601,f9709-4d96c
8602,e89dc-9c024
8603,e0427-b3a7c
8604,2bc8c-63473
8605,1af51-ab663
8606,a7b1c-9c839
8607,b1354-43344
8608,23dc1-19caf
8609,bd2b0-6e7ef
8610,1c10a-cbcd2
8611,e6689-20954
8612,89b84-d96a4
8613,65b2b-ab185
8614,110b1-9ac68
8615,62fad-27b03
8616,ac13c-d5f0c
8617,866c6-aaff2
8618,46fcd-59170
8619,1372a-cce65
8620,0a7f8-389e0
8621,d1ec8-33e7e
8622,7323a-fa302
8623,b7ee4-2e779
8624,15605-901b7
8625,f196c-59ada
8626,403e2-7114e
8627,05299-32447
8628,871ce-90698
8629,ab889-e422d
8630,c0d53-064a8
8631,85a93-0c5a1
8632,b013e-4daac
8633,bdec1-9e830
8634,7c494-98b05
8635,f27c8-da007
8636,87b8b-0a2fc
8637,337d7-f0ed2
8638,1b839-4082c
8639,b2858-a481b
8640,f02ed-33fdb
8641,997a6-c8844
8642,905cb-ad4d7
8643,a5c73-92020
8644,9de57-9442f
8645,a905d-09be7
8646,4f421-8608f
8647,496ff-9c97b
8648,5f834-8ae8b
8649,06649-37016
8650,ac3e9-d5d5c
8651,838f8-6f409
8652,5f6ef-01855
8653,95fbe-77d43
8654,e785e-7e73e
8655,56e27-e8886
8656,3b087-612ce
